SITE_ID,VISIT_NO,DEPTH,TEMPERATURE,OXYGEN,PH,DENSITY,INDEX_SITE_DEPTH
NLA12_VA-119,1.0,2.0,28.5,2.3,8.6,996.121055073,2.5
NLA12_VA-121,1.0,4.0,28.7,0.5,6.6,996.063166925,4.5
NLA12_VA-123,1.0,1.0,27.3,6.9,7.8,996.460837351,1.4
NLA12_VA-125,1.0,34.5,13.6,4.1,7.0,999.327752739,35.0
NLA12_VA-126,1.0,3.6,16.05,0.48,6.75,998.963941522,4.1
NLA12_VA-127,1.0,1.7,28.1,5.9,7.4,996.235758323,2.2
NLA12_VA-130,1.0,3.6,16.8,0.7,6.3,998.838586815,4.1
NLA12_VA-R01,1.0,10.0,10.9,0.4,6.6,999.643659373,
NLA12_VA-R05,1.0,13.5,11.7,0.5,7.4,999.559695841,
NLA12_VA-R06,1.0,8.3,13.1,0.4,7.2,999.393146184,
NLA12_VA-R14,1.0,11.0,7.2,0.5,6.2,999.920221368,
NLA12_VA-R17,1.0,9.5,10.7,0.4,6.1,999.663349842,
NLA12_VA-R18,1.0,1.7,28.4,0.6,7.1,996.14986525,
NLA12_VT-101,1.0,15.0,7.03,5.66,5.56,999.928317782,
NLA12_VT-101,2.0,16.0,7.43,1.39,6.29,999.908601363,16.5
NLA12_VT-102,1.0,11.5,8.32,0.0,7.12,999.856509401,12.1
NLA12_VT-103,1.0,46.0,6.68,10.78,7.52,999.943659662,47.0
NLA12_VT-104,1.0,17.5,5.51,0.72,6.54,999.981759212,18.0
NLA12_VT-106,1.0,3.5,11.87,0.03,6.11,999.540792342,4.1
NLA12_VT-109,1.0,1.5,23.63,6.96,6.23,997.417223652,1.9
NLA12_VT-110,1.0,14.0,5.62,0.0,6.37,999.979053897,14.6
NLA12_VT-112,1.0,3.0,20.31,3.77,6.46,998.16918443,4.3
NLA12_VT-112,2.0,3.6,20.7,0.11,6.2,998.086673859,4.1
NLA12_VT-114,1.0,30.0,5.72,6.43,6.13,999.976435108,31.0
NLA12_VT-115,1.0,9.0,5.71,0.0,6.83,999.976703805,9.3
NLA12_VT-R01,1.0,4.0,20.4,6.85,7.35,998.15028418,
NLA12_VT-R02,1.0,24.0,4.41,0.25,6.15,999.998573498,
NLA12_WA-101,1.0,0.9,18.93,8.3,4.66,998.448286849,1.4
NLA12_WA-101,2.0,0.8,21.46,8.12,4.84,997.921364647,1.3
NLA12_WA-102,1.0,1.0,17.7,1.27,6.31,998.67978255,1.5
NLA12_WA-103,1.0,28.0,7.9,,6.59,999.882494204,28.7
NLA12_WA-104,1.0,7.8,20.5,7.68,8.5,998.129184787,8.2
NLA12_WA-106,1.0,4.1,14.7,0.03,7.07,999.173206874,4.65
NLA12_WA-107,1.0,18.1,9.5,0.01,6.55,999.770353174,18.6
NLA12_WA-108,1.0,18.8,4.81,,6.31,999.994630954,19.3
NLA12_WA-110,1.0,6.5,14.6,0.31,6.3,999.187855893,7.0
NLA12_WA-111,1.0,18.5,7.64,0.01,7.38,999.897326789,19.05
NLA12_WA-112,1.0,7.4,9.73,0.02,6.92,999.751339141,8.4
NLA12_WA-114,1.0,3.4,18.35,10.75,8.49,998.559504634,3.9
NLA12_WA-115,1.0,11.1,6.7,0.01,7.14,999.942831348,11.6
NLA12_WA-116,1.0,32.5,7.79,0.07,7.36,999.888887079,33.0
NLA12_WA-118,1.0,4.6,8.42,8.38,6.54,999.849956656,5.1
NLA12_WA-120,1.0,10.1,8.3,0.06,7.3,999.857803126,10.6
NLA12_WA-121,1.0,12.8,8.66,0.01,6.91,999.833660003,13.3
NLA12_WA-124,1.0,13.3,6.8,0.02,6.94,999.938601643,13.8
NLA12_WA-125,1.0,3.8,9.5,10.5,7.1,999.770353174,4.3
NLA12_WA-126,1.0,6.3,7.61,1.12,6.26,999.898976153,6.8
NLA12_WA-129,1.0,7.0,6.3,11.1,7.11,999.95827579,7.5
NLA12_WA-131,1.0,8.2,5.46,0.07,6.96,999.982928014,8.7
NLA12_WA-133,1.0,2.4,22.9,7.86,7.6,997.5920547,2.9
NLA12_WA-133,2.0,2.3,18.8,9.3,7.9,998.473531611,2.8
NLA12_WA-138,1.0,13.3,8.26,0.02,6.65,999.860373729,13.8
NLA12_WA-141,1.0,3.6,21.73,13.8,9.65,997.861212431,4.1
NLA12_WA-146,1.0,4.7,12.75,7.48,6.81,999.43708683,5.2
NLA12_WA-147,1.0,7.0,14.4,0.19,7.27,999.216796636,7.5
NLA12_WA-151,1.0,50.0,7.5,9.3,6.45,999.904913499,58.5
NLA12_WA-154,1.0,2.3,16.8,8.3,7.8,998.838586815,2.8
NLA12_WA-157,1.0,0.9,18.05,9.97,7.73,998.615594225,1.4
NLA12_WA-159,1.0,12.1,14.11,0.05,7.06,999.257910457,12.6
NLA12_WA-R08,1.0,8.9,18.8,0.3,7.9,998.473531611,
NLA12_WA-R09,1.0,30.5,6.0,,7.6,999.968298773,
NLA12_WA-R10,1.0,8.0,18.1,19.3,8.4,998.606314411,
NLA12_WA-R11,1.0,3.3,13.4,9.8,5.2,999.354278143,
NLA12_WI-101,1.0,9.0,23.8,0.6,7.7,997.375759338,9.5
NLA12_WI-101,2.0,9.0,23.4,4.7,8.4,997.472872785,9.4
NLA12_WI-102,1.0,19.6,7.8,0.4,7.3,999.888313022,20.1
NLA12_WI-103,1.0,6.5,12.9,0.2,7.2,999.418441232,7.0
NLA12_WI-104,1.0,15.0,10.3,0.3,6.7,999.701150849,15.8
NLA12_WI-106,1.0,6.8,12.0,0.3,6.7,999.526088126,7.2
NLA12_WI-107,1.0,24.7,6.7,0.3,6.9,999.942831348,25.2
NLA12_WI-108,1.0,8.7,18.9,0.2,6.9,998.454128736,9.2
NLA12_WI-109,1.0,4.0,19.9,7.3,7.3,998.254211615,4.6
NLA12_WI-110,1.0,15.5,8.6,0.3,7.3,999.837809418,17.0
NLA12_WI-111,1.0,5.4,20.9,0.3,6.7,998.043748198,6.0
NLA12_WI-112,1.0,2.5,27.3,9.9,8.8,996.460837351,3.0
NLA12_WI-112,2.0,3.0,19.9,9.5,8.6,998.254211615,3.6
NLA12_WI-113,1.0,14.7,5.9,0.4,6.9,999.971340195,15.5
NLA12_WI-115,1.0,4.5,10.9,0.3,5.9,999.643659373,5.0
NLA12_WI-117,1.0,4.0,23.7,0.5,7.2,997.400184256,4.7
NLA12_WI-120,1.0,0.5,24.4,8.2,8.6,997.227171299,1.0
NLA12_WI-127,1.0,0.6,26.2,10.1,10.0,996.760770161,1.1
NLA12_WI-128,1.0,3.5,19.2,0.3,6.8,998.395274484,4.0
NLA12_WI-129,1.0,1.5,26.0,10.8,8.9,996.814100146,2.1
NLA12_WI-131,1.0,5.0,,,,,7.5
NLA12_WI-132,1.0,0.5,24.6,8.7,9.0,997.176869855,1.0
NLA12_WI-133,1.0,14.3,5.2,0.3,6.9,999.988389739,15.2
NLA12_WI-134,1.0,1.3,23.9,2.2,7.4,997.351237033,1.7
NLA12_WI-135,1.0,2.5,22.5,1.3,6.4,997.685617106,3.0
NLA12_WI-136,1.0,2.5,28.0,8.6,8.6,996.264209672,3.1
NLA12_WI-138,1.0,7.0,7.7,0.4,6.6,999.893989449,7.5
NLA12_WI-140,1.0,0.5,24.6,5.7,8.1,997.176869855,1.0
NLA12_WI-142,1.0,3.5,10.8,3.5,5.7,999.653570146,4.1
NLA12_WI-144,1.0,2.0,27.4,4.5,8.1,996.433020067,2.5
NLA12_WI-147,1.0,1.7,18.6,2.6,5.2,998.512013129,2.2
NLA12_WI-151,1.0,8.8,5.7,0.3,6.3,999.976970988,
NLA12_WI-152,1.0,16.3,14.4,0.3,7.3,999.216796636,16.3
NLA12_WI-153,1.0,1.9,13.4,7.3,7.1,999.354278143,2.4
NLA12_WI-154,1.0,7.0,4.7,0.3,5.9,999.995964631,8.1
NLA12_WI-155,1.0,1.3,25.1,4.8,7.1,997.049441242,1.8
NLA12_WI-157,1.0,5.0,15.5,8.8,8.2,999.051764994,5.7
NLA12_WI-161,1.0,3.5,17.5,7.1,7.8,998.715853572,3.9
NLA12_WI-163,1.0,3.0,22.4,2.7,6.3,997.708758401,3.5
NLA12_WI-166,1.0,1.3,24.5,1.62,,997.202068617,1.8
NLA12_WI-168,1.0,8.2,23.8,0.3,7.6,997.375759338,8.6
NLA12_WI-170,1.0,5.8,17.2,0.4,7.4,998.769125663,6.3
NLA12_WI-171,1.0,10.0,8.4,0.4,6.9,999.85127841,14.8
NLA12_WI-172,1.0,1.0,25.7,14.1,8.2,996.893394126,1.4
NLA12_WI-173,1.0,3.5,19.5,7.7,8.2,998.335456703,4.0
NLA12_WI-174,1.0,7.2,8.3,0.3,6.1,999.857803126,7.7
NLA12_WI-176,1.0,14.0,6.3,0.3,7.1,999.95827579,14.2
NLA12_WI-179,1.0,8.6,21.2,7.8,7.3,997.978585866,9.1
NLA12_WI-181,1.0,10.6,8.2,0.3,6.6,999.864187463,11.3
NLA12_WI-183,1.0,12.5,9.6,0.4,5.8,999.762174184,13.7
NLA12_WI-188,1.0,2.3,19.0,11.4,9.6,998.4346181,2.8
NLA12_WI-R06,1.0,6.0,16.5,4.7,5.9,998.889497429,
NLA12_WI-R08,1.0,1.5,19.8,8.0,7.3,998.274681635,
NLA12_WI-R11,1.0,1.0,21.2,8.3,6.6,997.978585866,
NLA12_WI-R12,1.0,5.5,16.8,8.2,5.0,998.838586815,
NLA12_WI-R13,1.0,4.8,23.2,23.5,6.7,997.520841365,
NLA12_WV-101,1.0,5.8,18.1,8.1,7.26,998.606314411,6.1
NLA12_WV-101,2.0,6.0,22.71,3.14,6.4,997.636695379,6.5
NLA12_WV-102,1.0,8.0,14.4,0.76,6.11,999.216796636,9.9
NLA12_WV-105,1.0,1.3,21.5,1.2,6.2,997.912500055,1.7
NLA12_WV-106,1.0,16.0,6.73,3.54,6.25,999.941577852,16.5
NLA12_WV-111,1.0,7.6,7.92,0.28,7.2,999.881313389,8.1
NLA12_WV-112,1.0,2.0,26.69,7.65,8.5,996.628541215,2.5
NLA12_WV-112,2.0,1.5,25.04,6.3,8.91,997.064858507,2.1
NLA12_WV-113,1.0,3.1,20.46,1.05,6.35,998.137637051,3.6
NLA12_WV-115,1.0,4.6,22.01,4.7,7.41,997.798050898,5.1
NLA12_WV-R01,1.0,4.4,23.8,7.8,6.5,997.375759338,
NLA12_WY-101,2.0,0.65,13.0,8.3,8.1,999.405855613,1.15
NLA12_WY-102,1.0,50.0,9.6,0.51,7.0,999.762174184,53.0
NLA12_WY-115,1.0,7.9,18.43,13.5,,998.544381343,8.4
NLA12_WY-116,1.0,13.0,4.13,,,999.999835436,13.5
NLA12_WY-125,1.0,26.3,16.5,4.15,5.76,998.889497429,26.8
NLA12_WY-133,1.0,15.3,4.68,12.4,,999.996186841,15.8
NLA12_WY-137,1.0,5.0,15.41,6.09,7.86,999.065801929,5.5
NLA12_WY-147,1.0,18.0,16.55,5.43,8.53,998.88108323,18.5
NLA12_WY-151,1.0,16.8,9.6,0.94,6.86,999.762174184,17.3
NLA12_WY-R01,1.0,47.9,4.2,0.0,7.3,999.999636326,
NLA12_WY-R02,1.0,43.3,4.5,7.1,7.0,999.997905071,
NLA12_WY-R04,1.0,3.1,15.8,0.0,6.0,999.004295072,
NLA12_WY-R08,1.0,9.1,7.0,0.0,6.1,999.929702943,
