,NLA12_ID,AreaSqKM,time
762,NLA12_MT-161,19.2042,
763,NLA12_MT-162,20.059602,
764,NLA12_MT-164,9.1458,
765,NLA12_MT-171,40.77431,
766,NLA12_MT-172,0.1737,
767,NLA12_MT-174,60.51457,
768,NLA12_MT-176,161.95753,
769,NLA12_MT-177,43.335356,
770,NLA12_NC-101,3395.383035,
771,NLA12_NC-102,171.407639,
772,NLA12_NC-103,32.900874,
773,NLA12_NC-104,11.34929,
774,NLA12_NC-105,235.721358,
775,NLA12_NC-107,0.1026,
776,NLA12_NC-108,59.395248,
777,NLA12_NC-109,2.8521,
778,NLA12_NC-111,22.661065,
779,NLA12_NC-113,0.604641,
780,NLA12_NC-114,21.959769,
781,NLA12_NC-115,3.311223,
782,NLA12_NC-116,1.625445,
783,NLA12_NC-117,18.1248,
784,NLA12_NC-118,2.437434,
785,NLA12_NC-119,16.233783,
786,NLA12_NC-120,0.7173,
787,NLA12_NC-124,2.381521,
788,NLA12_NC-127,5.065233,
789,NLA12_NC-128,0.1809,
790,NLA12_NC-132,3.851866,
791,NLA12_NC-133,11.168858,
792,NLA12_NC-134,410.403116,
793,NLA12_ND-101,24.1515,
794,NLA12_ND-102,11.0466,
795,NLA12_ND-103,0.6489,
796,NLA12_ND-104,43.7301,
797,NLA12_ND-105,7131.357285,
798,NLA12_ND-106,602.910123,
799,NLA12_ND-107,1.7757,
800,NLA12_ND-108,119.639085,
801,NLA12_ND-109,247.3533,
802,NLA12_ND-110,13.8654,
803,NLA12_ND-111,36.3753,
804,NLA12_ND-112,277.686,
805,NLA12_ND-113,0.0801,
806,NLA12_ND-114,494.308342,
807,NLA12_ND-115,15.721378,
808,NLA12_ND-117,9.2997,
809,NLA12_ND-118,14.5854,
810,NLA12_ND-119,2.7171,
811,NLA12_ND-121,36.0819,
812,NLA12_ND-126,1.0602,
813,NLA12_ND-128,2.1753,
814,NLA12_ND-129,1191.296552,
815,NLA12_ND-131,4440.124673,
816,NLA12_ND-132,3.555278,
817,NLA12_ND-134,13.432189,
818,NLA12_ND-136,4.6017,
819,NLA12_ND-139,3.4767,
820,NLA12_ND-140,0.3159,
821,NLA12_ND-141,1.1412,
822,NLA12_ND-143,117.928334,
823,NLA12_ND-145,0.4644,
824,NLA12_ND-146,1.9854,
825,NLA12_ND-149,1.5615,
826,NLA12_ND-151,14.0697,
827,NLA12_ND-155,18.0513,
828,NLA12_ND-156,6.5259,
829,NLA12_ND-159,15.5133,
830,NLA12_ND-160,2.4759,
831,NLA12_ND-162,4.1643,
832,NLA12_ND-163,3.647546,
833,NLA12_ND-164,2.2797,
834,NLA12_ND-167,27.954,
835,NLA12_ND-169,1.5597,
836,NLA12_ND-170,0.054,
837,NLA12_ND-172,58.9824,
838,NLA12_ND-173,44.9235,
839,NLA12_ND-177,13.8069,
840,NLA12_ND-178,2.511,
841,NLA12_ND-186,70.271858,
842,NLA12_ND-187,7.9245,
843,NLA12_ND-190,10.2582,
844,NLA12_ND-193,23.2344,
845,NLA12_ND-194,882.801007,
846,NLA12_ND-196,30.5415,
847,NLA12_ND-198,0.3906,
848,NLA12_ND-199,2.43,
849,NLA12_ND-201,6.138,
850,NLA12_ND-202,2.1645,
851,NLA12_ND-R17,54.2466,
852,NLA12_ND-R18,46.5624,
853,NLA12_NE-101,48696.6751,
854,NLA12_NE-102,2.1897,
855,NLA12_NE-103,1709.230782,
856,NLA12_NE-104,1277.005946,
857,NLA12_NE-105,8.2971,
858,NLA12_NE-106,20.322541,
859,NLA12_NE-107,27.1512,
860,NLA12_NE-108,14.8275,
861,NLA12_NE-109,27.4563,
862,NLA12_NE-110,18.253536,
863,NLA12_NE-111,7.8723,
864,NLA12_NE-112,67.754287,
865,NLA12_NE-113,0.3906,
866,NLA12_NE-114,104.87608,
867,NLA12_NE-117,3.7233,
868,NLA12_NE-121,26.6787,
869,NLA12_NE-125,1.5354,
870,NLA12_NE-127,213.0606,
871,NLA12_NE-129,1.7442,
872,NLA12_NE-131,0.5175,
873,NLA12_NE-132,43.9173,
874,NLA12_NE-133,2.4525,
875,NLA12_NE-135,0.6201,
876,NLA12_NE-141,0.9585,
877,NLA12_NE-142,3.140184,
878,NLA12_NE-143,0.198,
879,NLA12_NE-147,28.8495,
880,NLA12_NE-149,0.1953,
881,NLA12_NE-152,4.3866,
882,NLA12_NE-154,20.58624,
883,NLA12_NE-155,1.1772,
884,NLA12_NE-156,1.2555,
885,NLA12_NE-157,2.0529,
886,NLA12_NE-158,32.595862,
887,NLA12_NE-160,27.8028,
888,NLA12_NE-162,6.633,
889,NLA12_NE-163,0.2457,
890,NLA12_NE-164,0.0576,
891,NLA12_NE-165,56.5263,
892,NLA12_NE-166,0.1107,
893,NLA12_NE-167,4.9401,
894,NLA12_NE-169,11.7153,
895,NLA12_NE-170,38.69577,
896,NLA12_NH-101,39.656322,
897,NLA12_NH-102,5.298288,
898,NLA12_NH-103,1102.682699,
899,NLA12_NH-104,74.413537,
900,NLA12_NH-105,12.7208,
901,NLA12_NH-106,7.970605,
902,NLA12_NH-107,14.038446,
903,NLA12_NH-108,29.895441,
904,NLA12_NH-109,4.085004,
905,NLA12_NH-111,302.275072,
906,NLA12_NH-112,6.102672,
907,NLA12_NH-113,2.352149,
908,NLA12_NH-115,1.044,
909,NLA12_NH-R04,4.381438,
910,NLA12_NJ-101,7.64282,
911,NLA12_NJ-102,4.640248,
912,NLA12_NJ-103,12.05511,
913,NLA12_NJ-104,78.761347,
914,NLA12_NJ-105,1.369574,
915,NLA12_NJ-106,12.638086,
916,NLA12_NJ-107,0.1521,
917,NLA12_NJ-108,15.126829,
918,NLA12_NJ-118,7.656604,
919,NLA12_NJ-119,0.5769,
920,NLA12_NJ-131,13.02897,
921,NLA12_NJ-R01,0.343118,
922,NLA12_NM-103,600.981138,
923,NLA12_NM-104,254.808186,
924,NLA12_NM-105,20.928003,
925,NLA12_NM-109,0.5076,
926,NLA12_NM-117,0.9333,
927,NLA12_NM-129,28649.24632,
928,NLA12_NM-132,124.777215,
929,NLA12_NM-133,0.0855,
930,NLA12_NM-134,6.713046,
931,NLA12_NM-135,86.155911,
932,NLA12_NM-138,54.734064,
933,NLA12_NM-150,2.3292,
934,NLA12_NM-152,7.3071,
935,NLA12_NM-153,1.395,
936,NLA12_NM-160,63.980108,
937,NLA12_NM-161,0.581243,
938,NLA12_NM-162,17.106301,
939,NLA12_NV-101,185.326911,
940,NLA12_NV-102,885.451467,
941,NLA12_NV-103,558.143081,
942,NLA12_NV-104,35591.7956,
943,NLA12_NV-105,302.328666,
944,NLA12_NV-106,4.5504,
945,NLA12_NV-107,0.908833,
946,NLA12_NV-109,6371.265482,
947,NLA12_NV-114,5.0085,
948,NLA12_NV-119,127.491515,
949,NLA12_NV-123,70.577238,
950,NLA12_NV-124,0.361612,
951,NLA12_NV-127,1.802181,
952,NLA12_NV-129,6.8364,
953,NLA12_NV-135,101.5596,
954,NLA12_NV-137,257.07439,
955,NLA12_NV-141,15.3747,
956,NLA12_NV-144,40.855631,
957,NLA12_NV-147,0.6768,
958,NLA12_NV-148,0.5391,
959,NLA12_NV-151,507.170128,
960,NLA12_NV-155,1.1835,
961,NLA12_NV-156,255.067444,
962,NLA12_NV-161,12.186,
963,NLA12_NV-164,58.685392,
964,NLA12_NV-165,82.030107,
965,NLA12_NV-167,16.439235,
966,NLA12_NV-169,0.3384,
967,NLA12_NV-171,0.58017,
968,NLA12_NV-177,7.926997,
969,NLA12_NV-179,1.0692,
970,NLA12_NV-183,158.480166,
971,NLA12_NV-184,96.56963,
972,NLA12_NV-187,19.1331,
973,NLA12_NV-193,3.279297,
974,NLA12_NV-R01,0.67402,
975,NLA12_NY-0101,456.508874,
976,NLA12_NY-0102,1015.140555,
977,NLA12_NY-0103,6.296521,
978,NLA12_NY-0104,8.105806,
979,NLA12_NY-0106,0.730633,
980,NLA12_NY-0107,3.7674,
981,NLA12_NY-0108,2.2266,
982,NLA12_NY-0109,20.891198,
983,NLA12_NY-0110,0.3177,
984,NLA12_NY-0111,0.37006,
985,NLA12_NY-0112,0.981322,
986,NLA12_NY-R02,1.796583,
987,NLA12_NY-R03,0.970528,
988,NLA12_NY-R04,1.7775,
989,NLA12_NY-R06,0.2664,
990,NLA12_NY-R07,0.152986,
991,NLA12_NY-R08,0.5544,
992,NLA12_NY-R11,1.512419,
993,NLA12_OH-101,998.590593,
994,NLA12_OH-102,201.265345,
995,NLA12_OH-103,12.434957,
996,NLA12_OH-104,35.538938,
997,NLA12_OH-105,270.59147,
998,NLA12_OH-106,12.142497,
999,NLA12_OH-107,33.479699,
1000,NLA12_OH-110,2.118501,
1001,NLA12_OH-112,0.693,
1002,NLA12_OH-113,1.063065,
1003,NLA12_OH-115,6.773451,
1004,NLA12_OH-117,0.2871,
1005,NLA12_OH-118,2.9835,
1006,NLA12_OH-120,0.4869,
1007,NLA12_OH-122,8.374122,
1008,NLA12_OH-123,0.4599,
1009,NLA12_OH-127,8.1117,
1010,NLA12_OH-132,0.0819,
1011,NLA12_OH-134,18.756858,
1012,NLA12_OH-135,0.1953,
1013,NLA12_OH-136,2.39631,
1014,NLA12_OH-137,2.844,
1015,NLA12_OH-R02,0.906756,
1016,NLA12_OH-R03,0.3168,
1017,NLA12_OK-101,30.681648,
1018,NLA12_OK-102,796.944962,
1019,NLA12_OK-103,222118.6256,
1020,NLA12_OK-104,913.128201,
1021,NLA12_OK-105,34743.83965,
1022,NLA12_OK-106,32904.53571,
1023,NLA12_OK-107,4141.359708,
1024,NLA12_OK-108,52.904303,
1025,NLA12_OK-109,121.966629,
1026,NLA12_OK-117,15.32711,
1027,NLA12_OK-118,150.930457,
1028,NLA12_OK-119,44.741665,
1029,NLA12_OK-120,35.346046,
1030,NLA12_OK-121,83.226072,
1031,NLA12_OK-122,9.643529,
1032,NLA12_OK-132,7.336071,
1033,NLA12_OK-133,11.360052,
1034,NLA12_OK-134,1840.796214,
1035,NLA12_OK-135,53.014859,
1036,NLA12_OK-285,0.7767,
1037,NLA12_OK-286,2.437123,
1038,NLA12_OK-288,0.5076,
1039,NLA12_OK-290,4.097219,
1040,NLA12_OK-291,14.77452,
1041,NLA12_OK-292,17.723372,
1042,NLA12_OK-293,13.890335,
1043,NLA12_OK-296,0.7659,
1044,NLA12_OK-298,0.3267,
1045,NLA12_OK-299,0.0954,
1046,NLA12_OK-301,0.4428,
1047,NLA12_OK-302,3.5532,
1048,NLA12_OK-304,2.282773,
1049,NLA12_OK-306,9.540136,
1050,NLA12_OK-307,6.039706,
1051,NLA12_OK-311,13.289288,
1052,NLA12_OK-R01,9.8442,
1053,NLA12_OK-R09,28.025857,
1054,NLA12_OR-101,84.028175,
1055,NLA12_OR-102,1298.671365,
1056,NLA12_OR-103,94.407574,
1057,NLA12_OR-104,650.960077,
1058,NLA12_OR-105,426.618223,
1059,NLA12_OR-106,47.391228,
1060,NLA12_OR-107,6.031171,
1061,NLA12_OR-108,32.845723,
1062,NLA12_OR-109,76.739954,
1063,NLA12_OR-110,11.725615,
1064,NLA12_OR-111,14.734668,
1065,NLA12_OR-112,1157.242945,
1066,NLA12_OR-113,165.322955,
1067,NLA12_OR-116,28.661292,
1068,NLA12_OR-121,6.7788,
1069,NLA12_OR-123,52.346437,
1070,NLA12_OR-124,12.363984,
1071,NLA12_OR-126,3.345244,
1072,NLA12_OR-127,92.938864,
1073,NLA12_OR-128,93.843975,
1074,NLA12_OR-129,3.1725,
1075,NLA12_OR-131,1.719,
1076,NLA12_OR-133,0.7389,
1077,NLA12_OR-135,0.7263,
1078,NLA12_OR-137,4.21121,
1079,NLA12_OR-138,0.5697,
1080,NLA12_OR-144,0.0702,
1081,NLA12_OR-145,2.7918,
1082,NLA12_OR-147,4.910664,
1083,NLA12_OR-151,1.1106,
1084,NLA12_OR-153,0.926195,
1085,NLA12_OR-154,695.498324,
1086,NLA12_OR-155,37.474663,
1087,NLA12_OR-158,1.345539,
1088,NLA12_OR-160,2.3688,
1089,NLA12_OR-161,0.9846,
1090,NLA12_OR-163,0.4401,
1091,NLA12_OR-167,1.612995,
1092,NLA12_OR-169,476.840389,
1093,NLA12_OR-171,5.708467,
1094,NLA12_OR-172,3.594811,
1095,NLA12_OR-173,0.6588,
1096,NLA12_PA-101,2480.870203,
1097,NLA12_PA-102,7.68103,
1098,NLA12_PA-103,2.049016,
1099,NLA12_PA-105,3.506201,
1100,NLA12_PA-106,248.962013,
1101,NLA12_PA-107,25.021816,
1102,NLA12_PA-108,15.7536,
1103,NLA12_PA-109,7.643489,
1104,NLA12_PA-110,1.443606,
1105,NLA12_PA-111,11.621097,
1106,NLA12_PA-112,0.4059,
1107,NLA12_PA-113,69.753006,
1108,NLA12_PA-114,2.531918,
1109,NLA12_PA-115,1.0611,
1110,NLA12_PA-117,0.3825,
1111,NLA12_PA-118,0.820049,
1112,NLA12_PA-119,245.886998,
1113,NLA12_PA-R10,22.459711,
1114,NLA12_PA-R11,15.3414,
1115,NLA12_RI-101,1.3068,
1116,NLA12_RI-102,16.161102,
1117,NLA12_RI-103,223.606254,
1118,NLA12_RI-104,19.924049,
1119,NLA12_RI-105,18.10143,
1120,NLA12_RI-107,14.426241,
1121,NLA12_RI-108,145.48347,
1122,NLA12_RI-109,5.862239,
1123,NLA12_RI-110,0.1818,
1124,NLA12_RI-111,0.617263,
1125,NLA12_RI-112,57.443415,
1126,NLA12_RI-113,1.533354,
1127,NLA12_SC-101,89.558415,
1128,NLA12_SC-102,1.773025,
1129,NLA12_SC-103,39.263791,
1130,NLA12_SC-104,0.6426,
1131,NLA12_SC-105,1.148364,
1132,NLA12_SC-106,235.752291,
1133,NLA12_SC-107,11.052032,
1134,NLA12_SC-108,21.04808,
1135,NLA12_SC-109,0.436777,
1136,NLA12_SC-110,0.478352,
1137,NLA12_SC-112,12.78226,
1138,NLA12_SC-114,25.762562,
1139,NLA12_SC-117,6.0084,
1140,NLA12_SC-118,37928.39943,
1141,NLA12_SC-119,74.998188,
1142,NLA12_SC-121,78.266513,
1143,NLA12_SC-124,0.405,
1144,NLA12_SC-125,8.119134,
1145,NLA12_SC-126,0.2484,
1146,NLA12_SC-127,1.3401,
1147,NLA12_SD-101,604527.3502,
1148,NLA12_SD-102,432.869278,
1149,NLA12_SD-103,22.5135,
1150,NLA12_SD-104,0.8577,
1151,NLA12_SD-105,37.7163,
1152,NLA12_SD-106,100.9341,
1153,NLA12_SD-107,199.157527,
1154,NLA12_SD-108,10.6164,
1155,NLA12_SD-109,10.9224,
1156,NLA12_SD-110,10.0836,
1157,NLA12_SD-111,2.3256,
1158,NLA12_SD-113,12.2598,
1159,NLA12_SD-114,0.8748,
1160,NLA12_SD-115,12.2013,
1161,NLA12_SD-119,8.671152,
1162,NLA12_SD-120,1.72264,
1163,NLA12_SD-121,8.627675,
1164,NLA12_SD-122,0.5067,
1165,NLA12_SD-124,0.5301,
1166,NLA12_SD-125,5.2065,
1167,NLA12_SD-126,3.0672,
1168,NLA12_SD-127,3.597945,
1169,NLA12_SD-128,3.620687,
1170,NLA12_SD-130,0.0711,
1171,NLA12_SD-131,2.4642,
1172,NLA12_SD-132,10.053295,
1173,NLA12_SD-133,13.232495,
1174,NLA12_SD-134,0.2763,
1175,NLA12_SD-136,1.8837,
1176,NLA12_SD-137,1.966583,
1177,NLA12_SD-138,87.748252,
1178,NLA12_SD-139,1.802836,
1179,NLA12_SD-140,55.112933,
1180,NLA12_SD-141,15.0552,
1181,NLA12_SD-142,42.9768,
1182,NLA12_SD-143,15.411167,
1183,NLA12_SD-144,0.8136,
1184,NLA12_SD-146,0.1566,
1185,NLA12_SD-147,58.866686,
1186,NLA12_SD-148,0.635836,
1187,NLA12_SD-150,18.6516,
1188,NLA12_SD-154,212.9535,
1189,NLA12_SD-157,34.3863,
1190,NLA12_SD-158,18.879857,
1191,NLA12_SD-159,1.194813,
1192,NLA12_SD-160,2.0439,
1193,NLA12_SD-162,478.342316,
1194,NLA12_SD-165,13.840835,
1195,NLA12_SD-166,0.1773,
1196,NLA12_SD-167,2.155492,
1197,NLA12_SD-168,299.885131,
1198,NLA12_SD-170,0.7002,
1199,NLA12_SD-172,0.817946,
1200,NLA12_SD-173,0.3771,
1201,NLA12_SD-175,4.007019,
1202,NLA12_SD-176,5.13234,
1203,NLA12_SD-179,1.537321,
1204,NLA12_SD-180,13.274342,
1205,NLA12_SD-182,12.3039,
1206,NLA12_SD-183,656462.2156,
1207,NLA12_SD-184,1.0728,
1208,NLA12_SD-185,0.1224,
1209,NLA12_SD-189,259.511848,
1210,NLA12_SD-192,2.269716,
1211,NLA12_SD-195,1.070857,
1212,NLA12_SD-196,16.129075,
1213,NLA12_SD-198,911.815438,
1214,NLA12_SD-200,0.811923,
1215,NLA12_SD-201,66.042,
1216,NLA12_SD-202,0.0279,
1217,NLA12_SD-203,2.586632,
1218,NLA12_SD-204,10.564256,
1219,NLA12_SD-205,0.342,
1220,NLA12_SD-206,4.446,
1221,NLA12_SD-207,8.124273,
1222,NLA12_SD-208,1.666056,
1223,NLA12_SD-209,1.160292,
1224,NLA12_SD-211,118.655762,
1225,NLA12_SD-212,0.81803,
1226,NLA12_TN-101,2.175965,
1227,NLA12_TN-102,20.745227,
1228,NLA12_TN-103,294.46736,
1229,NLA12_TN-104,1821.108108,
1230,NLA12_TN-106,0.208339,
1231,NLA12_TN-108,1.315567,
1232,NLA12_TN-113,0.62631,
1233,NLA12_TN-114,2.448315,
1234,NLA12_TN-115,1.549729,
1235,NLA12_TN-118,0.5508,
1236,NLA12_TN-119,14.592671,
1237,NLA12_TN-120,0.948015,
1238,NLA12_TN-122,3.310584,
1239,NLA12_TN-R01,1539.539471,
1240,NLA12_TX-101,12.65233,
1241,NLA12_TX-102,71.604,
1242,NLA12_TX-103,51096.47844,
1243,NLA12_TX-104,21.185782,
1244,NLA12_TX-105,2169.13205,
1245,NLA12_TX-107,13.428705,
1246,NLA12_TX-108,657900,
1247,NLA12_TX-109,1.104694,
1248,NLA12_TX-110,4299.648896,
1249,NLA12_TX-111,67.368973,
1250,NLA12_TX-112,3.740735,
1251,NLA12_TX-113,2290.952562,
1252,NLA12_TX-114,258.179877,
1253,NLA12_TX-115,367349.7633,
1254,NLA12_TX-116,5.243525,
1255,NLA12_TX-117,8.88728,
1256,NLA12_TX-118,1.2105,
1257,NLA12_TX-121,93.831076,
1258,NLA12_TX-124,2814.454114,
1259,NLA12_TX-126,0.1746,
1260,NLA12_TX-128,14.01643,
1261,NLA12_TX-129,0.649262,
1262,NLA12_TX-131,0.2574,
1263,NLA12_TX-135,1532.9232,
1264,NLA12_TX-136,129.610126,
1265,NLA12_TX-137,102.622058,
1266,NLA12_TX-140,7.746458,
1267,NLA12_TX-141,36.317757,
1268,NLA12_TX-144,9.799793,
1269,NLA12_TX-148,2.23317,
1270,NLA12_TX-151,4.0878,
1271,NLA12_TX-152,3174.840366,
1272,NLA12_TX-153,0.51254,
1273,NLA12_TX-154,0.0306,
1274,NLA12_TX-156,5.251642,
1275,NLA12_TX-157,853.08243,
1276,NLA12_TX-158,7.802007,
1277,NLA12_TX-159,6.258322,
1278,NLA12_TX-160,0.3645,
1279,NLA12_TX-161,1.9026,
1280,NLA12_TX-162,1.773676,
1281,NLA12_TX-164,6.98636,
1282,NLA12_TX-165,459.670642,
1283,NLA12_TX-169,6.708864,
1284,NLA12_TX-170,2.834834,
1285,NLA12_TX-172,0.2313,
1286,NLA12_TX-176,0.9054,
1287,NLA12_TX-177,1.6776,
1288,NLA12_TX-179,4.5837,
1289,NLA12_TX-180,8.759667,
1290,NLA12_TX-182,30.773434,
1291,NLA12_TX-186,11.8476,
1292,NLA12_TX-187,17.497805,
1293,NLA12_TX-190,4.586414,
1294,NLA12_TX-195,2.384483,
1295,NLA12_TX-196,13.174287,
1296,NLA12_TX-197,0.9009,
1297,NLA12_TX-199,2.7585,
1298,NLA12_TX-201,0.2367,
1299,NLA12_TX-202,2.1564,
1300,NLA12_TX-205,5.859,
1301,NLA12_TX-208,5.724171,
1302,NLA12_TX-209,0.5445,
1303,NLA12_TX-211,0.1296,
1304,NLA12_TX-218,43.457517,
1305,NLA12_TX-224,0.4572,
1306,NLA12_TX-231,0.4338,
1307,NLA12_TX-232,1.6515,
1308,NLA12_TX-234,39.843687,
1309,NLA12_TX-235,2.7603,
1310,NLA12_TX-R02,8934.214345,
1311,NLA12_TX-R08,102.972087,
1312,NLA12_TX-R09,29.563553,
1313,NLA12_UT-101,16.4403,
1314,NLA12_UT-102,2566.083255,
1315,NLA12_UT-103,169.312365,
1316,NLA12_UT-104,127.7325,
1317,NLA12_UT-105,1877.284345,
1318,NLA12_UT-106,4.5432,
1319,NLA12_UT-107,25.7049,
1320,NLA12_UT-108,174.674805,
1321,NLA12_UT-109,189.761364,
1322,NLA12_UT-110,0.1971,
1323,NLA12_UT-111,3.128374,
1324,NLA12_UT-112,0.9999,
1325,NLA12_UT-115,3.5676,
1326,NLA12_UT-118,9.349332,
1327,NLA12_UT-122,2.065944,
1328,NLA12_UT-125,7.87825,
1329,NLA12_UT-126,2.6991,
1330,NLA12_UT-127,0.7371,
1331,NLA12_UT-128,2.385,
1332,NLA12_UT-130,1.2114,
1333,NLA12_UT-134,1.3509,
1334,NLA12_UT-137,11.3697,
1335,NLA12_UT-138,7.5888,
1336,NLA12_UT-141,8261.061005,
1337,NLA12_UT-143,0.4077,
1338,NLA12_UT-146,0.5157,
1339,NLA12_UT-147,0.234,
1340,NLA12_UT-148,13972.68592,
1341,NLA12_UT-149,57.740479,
1342,NLA12_UT-150,13.063987,
1343,NLA12_UT-154,4.9977,
1344,NLA12_UT-159,0.3717,
1345,NLA12_UT-160,74.554943,
1346,NLA12_UT-163,11.227539,
1347,NLA12_UT-165,24.533284,
1348,NLA12_UT-167,48.686368,
1349,NLA12_UT-169,1.437101,
1350,NLA12_UT-170,3.1869,
1351,NLA12_UT-171,0.0603,
1352,NLA12_UT-172,0.6372,
1353,NLA12_UT-173,799.542596,
1354,NLA12_UT-174,0.6165,
1355,NLA12_UT-175,0.8703,
1356,NLA12_UT-177,0.1242,
1357,NLA12_UT-178,4.9284,
1358,NLA12_UT-182,0.8595,
1359,NLA12_UT-183,0.783,
1360,NLA12_UT-186,2.8845,
1361,NLA12_UT-187,16.402404,
1362,NLA12_UT-189,35.931738,
1363,NLA12_UT-190,1.836,
1364,NLA12_UT-191,1.3041,
1365,NLA12_UT-193,82.072682,
1366,NLA12_UT-196,39.64347,
1367,NLA12_UT-197,0.0369,
1368,NLA12_UT-198,0.1584,
1369,NLA12_UT-199,0.5175,
1370,NLA12_UT-200,367.442728,
1371,NLA12_UT-201,0.315,
1372,NLA12_UT-202,1.269,
1373,NLA12_UT-203,1.368,
1374,NLA12_UT-206,1.4463,
1375,NLA12_UT-208,8.7705,
1376,NLA12_UT-209,32.570149,
1377,NLA12_UT-210,21.52362,
1378,NLA12_UT-213,0.108,
1379,NLA12_UT-215,0.603,
1380,NLA12_UT-217,1.732336,
1381,NLA12_UT-218,1419.187948,
1382,NLA12_UT-220,1.463387,
1383,NLA12_UT-221,0.3168,
1384,NLA12_UT-222,24.762306,
1385,NLA12_UT-223,4.6242,
1386,NLA12_UT-224,0.0945,
1387,NLA12_UT-225,1.161,
1388,NLA12_UT-227,1.107026,
1389,NLA12_UT-228,14.32384,
1390,NLA12_UT-229,0.770905,
1391,NLA12_UT-230,4.665674,
1392,NLA12_UT-232,16.412621,
1393,NLA12_UT-233,0.0918,
1394,NLA12_UT-234,0.1125,
1395,NLA12_UT-236,0.1557,
1396,NLA12_UT-238,0.8811,
1397,NLA12_UT-240,0.4536,
1398,NLA12_UT-241,0.8919,
1399,NLA12_UT-242,2.6199,
1400,NLA12_UT-244,0.1161,
1401,NLA12_UT-245,5.005163,
1402,NLA12_UT-247,24.591048,
1403,NLA12_UT-250,0.4509,
1404,NLA12_UT-256,0.1449,
1405,NLA12_UT-257,1.323,
1406,NLA12_UT-258,0.1719,
1407,NLA12_UT-259,0.8955,
1408,NLA12_UT-260,8.2566,
1409,NLA12_UT-261,3.6621,
1410,NLA12_UT-263,3.534745,
1411,NLA12_UT-264,8.469633,
1412,NLA12_UT-265,6.363087,
1413,NLA12_UT-266,0.9252,
1414,NLA12_UT-269,1.1547,
1415,NLA12_UT-270,1.177721,
1416,NLA12_UT-271,0.2538,
1417,NLA12_UT-273,1.8495,
1418,NLA12_UT-274,0.2169,
1419,NLA12_UT-276,4.262096,
1420,NLA12_UT-277,2.566766,
1421,NLA12_UT-278,0.7794,
1422,NLA12_UT-279,1.1475,
1423,NLA12_UT-281,0.7227,
1424,NLA12_UT-282,5.74716,
1425,NLA12_UT-285,11.672392,
1426,NLA12_UT-286,1.2015,
1427,NLA12_UT-288,4.698491,
1428,NLA12_UT-289,5.029645,
1429,NLA12_UT-290,0.2349,
1430,NLA12_UT-292,0.9351,
1431,NLA12_UT-293,2.90313,
1432,NLA12_UT-294,105.941757,
1433,NLA12_UT-295,0.297,
1434,NLA12_UT-296,0.1125,
1435,NLA12_UT-298,0.1125,
1436,NLA12_UT-299,1.5606,
1437,NLA12_UT-300,26.100847,
1438,NLA12_UT-301,0.0648,
1439,NLA12_UT-302,0.1989,
1440,NLA12_UT-303,2.2464,
1441,NLA12_UT-306,3.906,
1442,NLA12_UT-307,0.9333,
1443,NLA12_UT-308,0.1323,
1444,NLA12_UT-309,11.2068,
1445,NLA12_UT-311,2.6154,
1446,NLA12_UT-313,0.1044,
1447,NLA12_UT-317,0.351,
1448,NLA12_UT-319,1.4778,
1449,NLA12_UT-320,0.1953,
1450,NLA12_UT-321,4.3506,
1451,NLA12_UT-322,0.3096,
1452,NLA12_UT-323,1.0242,
1453,NLA12_UT-324,5.165475,
1454,NLA12_UT-325,372.294302,
1455,NLA12_UT-327,1.5264,
1456,NLA12_UT-328,113.924284,
1457,NLA12_UT-330,5.657717,
1458,NLA12_UT-334,0.0405,
1459,NLA12_UT-336,1.935082,
1460,NLA12_UT-339,1.8432,
1461,NLA12_UT-340,2.398057,
1462,NLA12_UT-341,0.4572,
1463,NLA12_UT-342,0.336334,
1464,NLA12_UT-343,3.186516,
1465,NLA12_UT-345,0.1458,
1466,NLA12_UT-346,0.0684,
1467,NLA12_UT-347,0.6399,
1468,NLA12_UT-348,2.6721,
1469,NLA12_UT-351,0.072,
1470,NLA12_UT-352,1.5795,
1471,NLA12_UT-354,2.808758,
1472,NLA12_UT-355,1.118866,
1473,NLA12_UT-356,0.2583,
1474,NLA12_UT-358,15.7662,
1475,NLA12_UT-359,75.819163,
1476,NLA12_UT-362,0.0486,
1477,NLA12_UT-363,21.393108,
1478,NLA12_UT-365,5.462657,
1479,NLA12_UT-367,39.964629,
1480,NLA12_UT-368,0.2889,
1481,NLA12_UT-370,1.3419,
1482,NLA12_UT-371,12.155145,
1483,NLA12_UT-374,393.596136,
1484,NLA12_UT-375,0.586676,
1485,NLA12_UT-377,0.6741,
1486,NLA12_UT-378,16.059829,
1487,NLA12_UT-381,0.3357,
1488,NLA12_UT-385,1.089,
1489,NLA12_UT-389,3.4254,
1490,NLA12_UT-390,3.5838,
1491,NLA12_UT-391,0.774,
1492,NLA12_UT-392,13214.32916,
1493,NLA12_UT-393,0.3438,
1494,NLA12_UT-395,1.3923,
1495,NLA12_UT-396,5.705788,
1496,NLA12_UT-397,217.75693,
1497,NLA12_UT-399,0.8037,
1498,NLA12_UT-400,64.366302,
1499,NLA12_UT-404,9.063,
1500,NLA12_UT-406,0.036,
1501,NLA12_UT-407,0.4428,
1502,NLA12_UT-408,0.3699,
1503,NLA12_UT-409,23.6115,
1504,NLA12_UT-410,0.1764,
1505,NLA12_UT-412,53.143385,
1506,NLA12_UT-413,1.3626,
1507,NLA12_UT-416,0.4923,
